/Graph
Time (s),posX (Meters),posY (Meters),posZ (Meters)
21.65000,-9.1399e-01,-4.0869e-01,+1.9225e-02
21.70000,-9.1421e-01,-4.0828e-01,+1.9221e-02
21.75000,-9.1448e-01,-4.0786e-01,+1.9208e-02
21.80000,-9.1476e-01,-4.0747e-01,+1.9221e-02
21.85000,-9.1500e-01,-4.0709e-01,+1.9217e-02
21.90000,-9.1523e-01,-4.0676e-01,+1.9217e-02
21.95000,-9.1552e-01,-4.0636e-01,+1.9219e-02
22.00000,-9.1579e-01,-4.0596e-01,+1.9217e-02
22.05000,-9.1604e-01,-4.0559e-01,+1.9222e-02
22.10000,-9.1626e-01,-4.0526e-01,+1.9223e-02
22.15000,-9.1649e-01,-4.0488e-01,+1.9219e-02
22.20000,-9.1677e-01,-4.0444e-01,+1.9213e-02
22.25000,-9.1699e-01,-4.0410e-01,+1.9229e-02
22.30000,-9.1720e-01,-4.0374e-01,+1.9225e-02
22.35000,-9.1747e-01,-4.0337e-01,+1.9242e-02
22.40000,-9.1778e-01,-4.0303e-01,+1.9227e-02
22.45000,-9.1808e-01,-4.0268e-01,+1.9217e-02
22.50000,-9.1835e-01,-4.0232e-01,+1.9214e-02
22.55000,-9.1930e-01,-4.0090e-01,+1.9209e-02
22.60000,-9.1963e-01,-4.0039e-01,+1.9211e-02
22.65000,-9.1987e-01,-4.0003e-01,+1.9209e-02
22.70000,-9.2017e-01,-3.9961e-01,+1.9211e-02
22.75000,-9.2038e-01,-3.9929e-01,+1.9208e-02
22.80000,-9.2067e-01,-3.9891e-01,+1.9215e-02
22.85000,-9.2094e-01,-3.9852e-01,+1.9218e-02
22.90000,-9.2118e-01,-3.9820e-01,+1.9223e-02
22.95000,-9.2145e-01,-3.9785e-01,+1.9214e-02
23.00000,-9.2173e-01,-3.9746e-01,+1.9226e-02
23.05000,-9.2200e-01,-3.9707e-01,+1.9222e-02
23.10000,-9.2226e-01,-3.9668e-01,+1.9233e-02
23.15000,-9.2251e-01,-3.9629e-01,+1.9236e-02
23.20000,-9.2276e-01,-3.9592e-01,+1.9219e-02
23.25000,-9.2300e-01,-3.9554e-01,+1.9218e-02
23.30000,-9.2329e-01,-3.9521e-01,+1.9220e-02
23.35000,-9.2353e-01,-3.9486e-01,+1.9213e-02
23.40000,-9.2381e-01,-3.9450e-01,+1.9206e-02
23.45000,-9.2409e-01,-3.9407e-01,+1.9213e-02
23.50000,-9.2437e-01,-3.9364e-01,+1.9216e-02
23.55000,-9.2461e-01,-3.9328e-01,+1.9222e-02
23.60000,-9.2485e-01,-3.9291e-01,+1.9210e-02
23.65000,-9.2512e-01,-3.9248e-01,+1.9214e-02
23.70000,-9.2538e-01,-3.9207e-01,+1.9210e-02
23.75000,-9.2561e-01,-3.9172e-01,+1.9217e-02
23.80000,-9.2589e-01,-3.9127e-01,+1.9218e-02
23.85000,-9.2616e-01,-3.9080e-01,+1.9225e-02
23.90000,-9.2639e-01,-3.9040e-01,+1.9226e-02
23.95000,-9.2660e-01,-3.9002e-01,+1.9220e-02
24.00000,-9.2684e-01,-3.8957e-01,+1.9222e-02
24.05000,-9.2710e-01,-3.8912e-01,+1.9219e-02
24.10000,-9.2732e-01,-3.8868e-01,+1.9216e-02
24.15000,-9.2756e-01,-3.8826e-01,+1.9222e-02
24.20000,-9.2781e-01,-3.8785e-01,+1.9218e-02
24.25000,-9.2805e-01,-3.8744e-01,+1.9223e-02
24.30000,-9.2829e-01,-3.8703e-01,+1.9218e-02
24.35000,-9.2853e-01,-3.8659e-01,+1.9216e-02
24.40000,-9.2879e-01,-3.8614e-01,+1.9224e-02
24.45000,-9.2929e-01,-3.8520e-01,+1.9218e-02
24.50000,-9.2958e-01,-3.8470e-01,+1.9214e-02
24.55000,-9.2977e-01,-3.8436e-01,+1.9213e-02
24.60000,-9.3000e-01,-3.8392e-01,+1.9220e-02
24.65000,-9.3019e-01,-3.8355e-01,+1.9227e-02
24.70000,-9.3039e-01,-3.8322e-01,+1.9216e-02
24.75000,-9.3064e-01,-3.8278e-01,+1.9215e-02
24.80000,-9.3093e-01,-3.8236e-01,+1.9213e-02
24.85000,-9.3139e-01,-3.8146e-01,+1.9212e-02
24.90000,-9.3165e-01,-3.8094e-01,+1.9203e-02
24.95000,-9.3185e-01,-3.8058e-01,+1.9201e-02
25.00000,-9.3207e-01,-3.8015e-01,+1.9212e-02
25.05000,-9.3230e-01,-3.7972e-01,+1.9214e-02
25.10000,-9.3250e-01,-3.7934e-01,+1.9216e-02
25.15000,-9.3268e-01,-3.7898e-01,+1.9217e-02
25.20000,-9.3288e-01,-3.7857e-01,+1.9221e-02
25.25000,-9.3312e-01,-3.7816e-01,+1.9219e-02
25.30000,-9.3362e-01,-3.7723e-01,+1.9213e-02
25.35000,-9.3387e-01,-3.7673e-01,+1.9217e-02
25.40000,-9.3405e-01,-3.7637e-01,+1.9218e-02
25.45000,-9.3430e-01,-3.7594e-01,+1.9221e-02
25.50000,-9.3455e-01,-3.7556e-01,+1.9216e-02
25.55000,-9.3476e-01,-3.7523e-01,+1.9224e-02
25.60000,-9.3496e-01,-3.7487e-01,+1.9224e-02
25.65000,-9.3519e-01,-3.7450e-01,+1.9235e-02
25.70000,-9.3536e-01,-3.7409e-01,+1.9217e-02
25.75000,-9.3553e-01,-3.7370e-01,+1.9217e-02
25.80000,-9.3571e-01,-3.7332e-01,+1.9215e-02
25.85000,-9.3618e-01,-3.7236e-01,+1.9212e-02
25.90000,-9.3642e-01,-3.7186e-01,+1.9211e-02
25.95000,-9.3662e-01,-3.7151e-01,+1.9211e-02
26.00000,-9.3685e-01,-3.7110e-01,+1.9221e-02
26.05000,-9.3707e-01,-3.7070e-01,+1.9221e-02
26.10000,-9.3728e-01,-3.7031e-01,+1.9220e-02
26.15000,-9.3747e-01,-3.6993e-01,+1.9224e-02
26.20000,-9.3765e-01,-3.6955e-01,+1.9220e-02
26.25000,-9.3783e-01,-3.6918e-01,+1.9218e-02
26.30000,-9.3804e-01,-3.6880e-01,+1.9217e-02
26.35000,-9.3826e-01,-3.6838e-01,+1.9216e-02
26.40000,-9.3847e-01,-3.6796e-01,+1.9216e-02
26.45000,-9.3864e-01,-3.6760e-01,+1.9224e-02
26.50000,-9.3906e-01,-3.6661e-01,+1.9232e-02
26.55000,-9.3927e-01,-3.6612e-01,+1.9225e-02
26.60000,-9.3942e-01,-3.6574e-01,+1.9220e-02
26.65000,-9.3964e-01,-3.6529e-01,+1.9215e-02
26.70000,-9.3982e-01,-3.6491e-01,+1.9221e-02
26.75000,-9.3999e-01,-3.6455e-01,+1.9218e-02
26.80000,-9.4019e-01,-3.6411e-01,+1.9225e-02
26.85000,-9.4041e-01,-3.6370e-01,+1.9231e-02
26.90000,-9.4062e-01,-3.6330e-01,+1.9228e-02
26.95000,-9.4079e-01,-3.6289e-01,+1.9221e-02
27.00000,-9.4098e-01,-3.6241e-01,+1.9223e-02
27.05000,-9.4118e-01,-3.6195e-01,+1.9215e-02
27.10000,-9.4138e-01,-3.6151e-01,+1.9217e-02
27.15000,-9.4155e-01,-3.6112e-01,+1.9214e-02
27.20000,-9.4173e-01,-3.6074e-01,+1.9212e-02
27.25000,-9.4195e-01,-3.6029e-01,+1.9210e-02
27.30000,-9.4264e-01,-3.5875e-01,+1.9208e-02
27.35000,-9.4314e-01,-3.5761e-01,+1.9203e-02
27.40000,-9.4335e-01,-3.5710e-01,+1.9203e-02
27.45000,-9.4350e-01,-3.5670e-01,+1.9203e-02
27.50000,-9.4370e-01,-3.5624e-01,+1.9212e-02
27.55000,-9.4388e-01,-3.5578e-01,+1.9213e-02
27.60000,-9.4406e-01,-3.5533e-01,+1.9218e-02
27.65000,-9.4423e-01,-3.5490e-01,+1.9225e-02
27.70000,-9.4438e-01,-3.5447e-01,+1.9224e-02
27.75000,-9.4454e-01,-3.5404e-01,+1.9223e-02
27.80000,-9.4474e-01,-3.5354e-01,+1.9228e-02
27.85000,-9.4491e-01,-3.5311e-01,+1.9227e-02
27.90000,-9.4512e-01,-3.5277e-01,+1.9224e-02
27.95000,-9.4538e-01,-3.5230e-01,+1.9211e-02
28.00000,-9.4558e-01,-3.5187e-01,+1.9213e-02
28.05000,-9.4599e-01,-3.5091e-01,+1.9217e-02
28.10000,-9.4616e-01,-3.5040e-01,+1.9205e-02
28.15000,-9.4629e-01,-3.5002e-01,+1.9201e-02
28.20000,-9.4647e-01,-3.4956e-01,+1.9205e-02
28.25000,-9.4664e-01,-3.4913e-01,+1.9209e-02
28.30000,-9.4678e-01,-3.4874e-01,+1.9210e-02
28.35000,-9.4693e-01,-3.4834e-01,+1.9216e-02
28.40000,-9.4709e-01,-3.4789e-01,+1.9218e-02
28.45000,-9.4725e-01,-3.4745e-01,+1.9211e-02
28.50000,-9.4739e-01,-3.4709e-01,+1.9216e-02
28.55000,-9.4754e-01,-3.4670e-01,+1.9216e-02
28.60000,-9.4771e-01,-3.4623e-01,+1.9216e-02
28.65000,-9.4787e-01,-3.4580e-01,+1.9212e-02
28.70000,-9.4799e-01,-3.4547e-01,+1.9221e-02
28.75000,-9.4816e-01,-3.4503e-01,+1.9211e-02
28.80000,-9.4834e-01,-3.4461e-01,+1.9215e-02
28.85000,-9.4848e-01,-3.4427e-01,+1.9213e-02
28.90000,-9.4866e-01,-3.4381e-01,+1.9221e-02
28.95000,-9.4883e-01,-3.4338e-01,+1.9210e-02
29.00000,-9.4903e-01,-3.4301e-01,+1.9216e-02
29.05000,-9.4921e-01,-3.4259e-01,+1.9219e-02
29.10000,-9.4945e-01,-3.4212e-01,+1.9216e-02
29.15000,-9.4965e-01,-3.4167e-01,+1.9209e-02
29.20000,-9.5003e-01,-3.4069e-01,+1.9215e-02
29.25000,-9.5020e-01,-3.4017e-01,+1.9210e-02
29.30000,-9.5035e-01,-3.3976e-01,+1.9208e-02
29.35000,-9.5053e-01,-3.3928e-01,+1.9220e-02
29.40000,-9.5067e-01,-3.3887e-01,+1.9213e-02
29.45000,-9.5081e-01,-3.3847e-01,+1.9215e-02
29.50000,-9.5095e-01,-3.3799e-01,+1.9214e-02
29.55000,-9.5111e-01,-3.3753e-01,+1.9210e-02
29.60000,-9.5125e-01,-3.3713e-01,+1.9208e-02
29.65000,-9.5138e-01,-3.3672e-01,+1.9210e-02
29.70000,-9.5154e-01,-3.3625e-01,+1.9213e-02
29.75000,-9.5172e-01,-3.3582e-01,+1.9215e-02
29.80000,-9.5184e-01,-3.3545e-01,+1.9220e-02
29.85000,-9.5200e-01,-3.3501e-01,+1.9214e-02
29.90000,-9.5215e-01,-3.3455e-01,+1.9222e-02
29.95000,-9.5230e-01,-3.3413e-01,+1.9229e-02
30.00000,-9.5247e-01,-3.3377e-01,+1.9221e-02
30.05000,-9.5263e-01,-3.3340e-01,+1.9208e-02
30.10000,-9.5281e-01,-3.3295e-01,+1.9211e-02
30.15000,-9.5318e-01,-3.3198e-01,+1.9207e-02
30.20000,-9.5334e-01,-3.3145e-01,+1.9209e-02
30.25000,-9.5348e-01,-3.3108e-01,+1.9207e-02
30.30000,-9.5363e-01,-3.3064e-01,+1.9219e-02
30.35000,-9.5379e-01,-3.3021e-01,+1.9217e-02
30.40000,-9.5395e-01,-3.2979e-01,+1.9217e-02
30.45000,-9.5411e-01,-3.2939e-01,+1.9213e-02
30.50000,-9.5426e-01,-3.2900e-01,+1.9219e-02
30.55000,-9.5441e-01,-3.2861e-01,+1.9216e-02
30.60000,-9.5457e-01,-3.2815e-01,+1.9221e-02
30.65000,-9.5473e-01,-3.2773e-01,+1.9214e-02
30.70000,-9.5485e-01,-3.2736e-01,+1.9220e-02
30.75000,-9.5499e-01,-3.2692e-01,+1.9224e-02
30.80000,-9.5513e-01,-3.2646e-01,+1.9222e-02
30.85000,-9.5524e-01,-3.2608e-01,+1.9222e-02
30.90000,-9.5537e-01,-3.2570e-01,+1.9211e-02
30.95000,-9.5552e-01,-3.2525e-01,+1.9234e-02
31.00000,-9.5566e-01,-3.2482e-01,+1.9216e-02
31.05000,-9.5578e-01,-3.2449e-01,+1.9227e-02
31.10000,-9.5592e-01,-3.2404e-01,+1.9218e-02
31.15000,-9.5605e-01,-3.2359e-01,+1.9221e-02
31.20000,-9.5618e-01,-3.2328e-01,+1.9221e-02
31.25000,-9.5630e-01,-3.2279e-01,+1.9225e-02
31.30000,-9.5683e-01,-3.2124e-01,+1.9219e-02
31.35000,-9.5704e-01,-3.2062e-01,+1.9216e-02
31.40000,-9.5714e-01,-3.2024e-01,+1.9220e-02
31.45000,-9.5728e-01,-3.1980e-01,+1.9222e-02
31.50000,-9.5742e-01,-3.1934e-01,+1.9222e-02
31.55000,-9.5755e-01,-3.1900e-01,+1.9220e-02
31.60000,-9.5768e-01,-3.1857e-01,+1.9221e-02
31.65000,-9.5780e-01,-3.1810e-01,+1.9223e-02
31.70000,-9.5792e-01,-3.1767e-01,+1.9210e-02
31.75000,-9.5802e-01,-3.1728e-01,+1.9217e-02
31.80000,-9.5816e-01,-3.1682e-01,+1.9218e-02
31.85000,-9.5830e-01,-3.1635e-01,+1.9215e-02
31.90000,-9.5842e-01,-3.1596e-01,+1.9213e-02
31.95000,-9.5853e-01,-3.1558e-01,+1.9216e-02
32.00000,-9.5869e-01,-3.1510e-01,+1.9229e-02
32.05000,-9.5889e-01,-3.1464e-01,+1.9218e-02
32.10000,-9.5907e-01,-3.1424e-01,+1.9210e-02
32.15000,-9.5945e-01,-3.1324e-01,+1.9209e-02
32.20000,-9.5964e-01,-3.1272e-01,+1.9210e-02
32.25000,-9.6017e-01,-3.1113e-01,+1.9209e-02
32.30000,-9.6036e-01,-3.1054e-01,+1.9203e-02
32.35000,-9.6050e-01,-3.1011e-01,+1.9199e-02
32.40000,-9.6066e-01,-3.0965e-01,+1.9207e-02
32.45000,-9.6082e-01,-3.0924e-01,+1.9207e-02
32.50000,-9.6096e-01,-3.0886e-01,+1.9220e-02
32.55000,-9.6114e-01,-3.0844e-01,+1.9219e-02
32.60000,-9.6130e-01,-3.0801e-01,+1.9212e-02
32.65000,-9.6145e-01,-3.0759e-01,+1.9211e-02
32.70000,-9.6159e-01,-3.0718e-01,+1.9213e-02
32.75000,-9.6176e-01,-3.0675e-01,+1.9214e-02
32.80000,-9.6193e-01,-3.0633e-01,+1.9216e-02
32.85000,-9.6211e-01,-3.0593e-01,+1.9219e-02
32.90000,-9.6229e-01,-3.0554e-01,+1.9210e-02
32.95000,-9.6246e-01,-3.0508e-01,+1.9212e-02
33.00000,-9.6262e-01,-3.0463e-01,+1.9221e-02
33.05000,-9.6278e-01,-3.0420e-01,+1.9227e-02
33.10000,-9.6292e-01,-3.0379e-01,+1.9233e-02
33.15000,-9.6300e-01,-3.0337e-01,+1.9218e-02
33.20000,-9.6309e-01,-3.0298e-01,+1.9216e-02
33.25000,-9.6322e-01,-3.0251e-01,+1.9220e-02
33.30000,-9.6371e-01,-3.0092e-01,+1.9206e-02
33.35000,-9.6427e-01,-2.9915e-01,+1.9207e-02
33.40000,-9.6463e-01,-2.9802e-01,+1.9205e-02
33.45000,-9.6477e-01,-2.9751e-01,+1.9208e-02
33.50000,-9.6487e-01,-2.9713e-01,+1.9208e-02
33.55000,-9.6499e-01,-2.9665e-01,+1.9207e-02
33.60000,-9.6512e-01,-2.9619e-01,+1.9219e-02
33.65000,-9.6526e-01,-2.9577e-01,+1.9212e-02
33.70000,-9.6536e-01,-2.9537e-01,+1.9213e-02
33.75000,-9.6550e-01,-2.9492e-01,+1.9209e-02
33.80000,-9.6563e-01,-2.9444e-01,+1.9213e-02
33.85000,-9.6578e-01,-2.9398e-01,+1.9215e-02
33.90000,-9.6593e-01,-2.9353e-01,+1.9220e-02
33.95000,-9.6610e-01,-2.9310e-01,+1.9212e-02
34.00000,-9.6623e-01,-2.9268e-01,+1.9211e-02
34.05000,-9.6642e-01,-2.9220e-01,+1.9215e-02
34.10000,-9.6660e-01,-2.9173e-01,+1.9212e-02
34.15000,-9.6678e-01,-2.9129e-01,+1.9213e-02
34.20000,-9.6693e-01,-2.9085e-01,+1.9218e-02
34.25000,-9.6708e-01,-2.9042e-01,+1.9220e-02
34.30000,-9.6724e-01,-2.8994e-01,+1.9215e-02
34.35000,-9.6741e-01,-2.8948e-01,+1.9221e-02
34.40000,-9.6792e-01,-2.8788e-01,+1.9216e-02
34.45000,-9.6828e-01,-2.8668e-01,+1.9214e-02
34.50000,-9.6839e-01,-2.8618e-01,+1.9215e-02
34.55000,-9.6851e-01,-2.8580e-01,+1.9210e-02
34.60000,-9.6862e-01,-2.8533e-01,+1.9218e-02
34.65000,-9.6875e-01,-2.8487e-01,+1.9216e-02
34.70000,-9.6886e-01,-2.8445e-01,+1.9224e-02
34.75000,-9.6895e-01,-2.8408e-01,+1.9218e-02
34.80000,-9.6903e-01,-2.8366e-01,+1.9219e-02
34.85000,-9.6915e-01,-2.8319e-01,+1.9219e-02
34.90000,-9.6925e-01,-2.8273e-01,+1.9229e-02
34.95000,-9.6935e-01,-2.8229e-01,+1.9219e-02
35.00000,-9.6944e-01,-2.8192e-01,+1.9219e-02
35.05000,-9.6952e-01,-2.8151e-01,+1.9214e-02
35.10000,-9.6961e-01,-2.8105e-01,+1.9212e-02
35.15000,-9.6969e-01,-2.8060e-01,+1.9216e-02
35.20000,-9.6979e-01,-2.8017e-01,+1.9218e-02
35.25000,-9.6989e-01,-2.7975e-01,+1.9221e-02
35.30000,-9.6998e-01,-2.7934e-01,+1.9215e-02
35.35000,-9.7008e-01,-2.7890e-01,+1.9213e-02
35.40000,-9.7019e-01,-2.7844e-01,+1.9224e-02
35.45000,-9.7030e-01,-2.7799e-01,+1.9222e-02
35.50000,-9.7038e-01,-2.7755e-01,+1.9218e-02
35.55000,-9.7045e-01,-2.7713e-01,+1.9226e-02
35.60000,-9.7055e-01,-2.7671e-01,+1.9221e-02
35.65000,-9.7065e-01,-2.7628e-01,+1.9223e-02
35.70000,-9.7076e-01,-2.7582e-01,+1.9225e-02
35.75000,-9.7083e-01,-2.7537e-01,+1.9234e-02
35.80000,-9.7091e-01,-2.7495e-01,+1.9232e-02
35.85000,-9.7107e-01,-2.7453e-01,+1.9218e-02
35.90000,-9.7123e-01,-2.7408e-01,+1.9218e-02
35.95000,-9.7139e-01,-2.7361e-01,+1.9219e-02
36.00000,-9.7157e-01,-2.7317e-01,+1.9219e-02
36.05000,-9.7172e-01,-2.7273e-01,+1.9221e-02
36.10000,-9.7219e-01,-2.7110e-01,+1.9210e-02
36.15000,-9.7252e-01,-2.6990e-01,+1.9205e-02
36.20000,-9.7266e-01,-2.6937e-01,+1.9203e-02
36.25000,-9.7278e-01,-2.6894e-01,+1.9204e-02
36.30000,-9.7291e-01,-2.6845e-01,+1.9210e-02
36.35000,-9.7305e-01,-2.6798e-01,+1.9205e-02
36.40000,-9.7316e-01,-2.6752e-01,+1.9210e-02
36.45000,-9.7329e-01,-2.6707e-01,+1.9214e-02
36.50000,-9.7342e-01,-2.6664e-01,+1.9215e-02
36.55000,-9.7354e-01,-2.6612e-01,+1.9223e-02
36.60000,-9.7366e-01,-2.6561e-01,+1.9230e-02
36.65000,-9.7376e-01,-2.6518e-01,+1.9230e-02
36.70000,-9.7388e-01,-2.6477e-01,+1.9235e-02
36.75000,-9.7397e-01,-2.6424e-01,+1.9222e-02
36.80000,-9.7402e-01,-2.6371e-01,+1.9223e-02
36.85000,-9.7410e-01,-2.6331e-01,+1.9219e-02
36.90000,-9.7423e-01,-2.6283e-01,+1.9222e-02
36.95000,-9.7433e-01,-2.6232e-01,+1.9223e-02
37.00000,-9.7443e-01,-2.6185e-01,+1.9221e-02
37.05000,-9.7452e-01,-2.6145e-01,+1.9228e-02
37.10000,-9.7466e-01,-2.6092e-01,+1.9221e-02
37.15000,-9.7477e-01,-2.6043e-01,+1.9220e-02
37.20000,-9.7489e-01,-2.5995e-01,+1.9233e-02
37.25000,-9.7499e-01,-2.5945e-01,+1.9225e-02
37.30000,-9.7510e-01,-2.5898e-01,+1.9225e-02
37.35000,-9.7519e-01,-2.5856e-01,+1.9228e-02
37.40000,-9.7522e-01,-2.5813e-01,+1.9219e-02
37.45000,-9.7531e-01,-2.5765e-01,+1.9223e-02
37.50000,-9.7540e-01,-2.5716e-01,+1.9226e-02
37.55000,-9.7551e-01,-2.5671e-01,+1.9236e-02
37.60000,-9.7562e-01,-2.5627e-01,+1.9228e-02
37.65000,-9.7573e-01,-2.5584e-01,+1.9221e-02
37.70000,-9.7583e-01,-2.5542e-01,+1.9217e-02
37.75000,-9.7595e-01,-2.5496e-01,+1.9216e-02
37.80000,-9.7606e-01,-2.5450e-01,+1.9212e-02
37.85000,-9.7647e-01,-2.5287e-01,+1.9208e-02
37.90000,-9.7663e-01,-2.5225e-01,+1.9211e-02
37.95000,-9.7672e-01,-2.5184e-01,+1.9211e-02
38.00000,-9.7685e-01,-2.5136e-01,+1.9215e-02
38.05000,-9.7694e-01,-2.5092e-01,+1.9214e-02
38.10000,-9.7702e-01,-2.5053e-01,+1.9216e-02
38.15000,-9.7714e-01,-2.5004e-01,+1.9226e-02
38.20000,-9.7725e-01,-2.4958e-01,+1.9231e-02
38.25000,-9.7738e-01,-2.4910e-01,+1.9236e-02
38.30000,-9.7755e-01,-2.4866e-01,+1.9218e-02
38.35000,-9.7769e-01,-2.4823e-01,+1.9219e-02
38.40000,-9.7785e-01,-2.4776e-01,+1.9216e-02
38.45000,-9.7799e-01,-2.4723e-01,+1.9218e-02
38.50000,-9.7810e-01,-2.4684e-01,+1.9215e-02
38.55000,-9.7822e-01,-2.4644e-01,+1.9215e-02
38.60000,-9.7836e-01,-2.4597e-01,+1.9217e-02
38.65000,-9.7880e-01,-2.4438e-01,+1.9212e-02
38.70000,-9.7897e-01,-2.4373e-01,+1.9211e-02
38.75000,-9.7908e-01,-2.4331e-01,+1.9208e-02
38.80000,-9.7923e-01,-2.4281e-01,+1.9217e-02
38.85000,-9.7948e-01,-2.4181e-01,+1.9212e-02
38.90000,-9.7961e-01,-2.4126e-01,+1.9206e-02
38.95000,-9.7970e-01,-2.4085e-01,+1.9210e-02
39.00000,-9.7979e-01,-2.4037e-01,+1.9213e-02
39.05000,-9.7990e-01,-2.3992e-01,+1.9211e-02
39.10000,-9.8001e-01,-2.3947e-01,+1.9219e-02
39.15000,-9.8010e-01,-2.3904e-01,+1.9218e-02
39.20000,-9.8020e-01,-2.3862e-01,+1.9208e-02
39.25000,-9.8032e-01,-2.3814e-01,+1.9211e-02
39.30000,-9.8043e-01,-2.3766e-01,+1.9213e-02
39.35000,-9.8053e-01,-2.3721e-01,+1.9215e-02
39.40000,-9.8064e-01,-2.3677e-01,+1.9220e-02
39.45000,-9.8074e-01,-2.3635e-01,+1.9214e-02
39.50000,-9.8085e-01,-2.3594e-01,+1.9215e-02
39.55000,-9.8095e-01,-2.3545e-01,+1.9213e-02
39.60000,-9.8107e-01,-2.3498e-01,+1.9218e-02
39.65000,-9.8118e-01,-2.3452e-01,+1.9218e-02
39.70000,-9.8128e-01,-2.3409e-01,+1.9218e-02
39.75000,-9.8138e-01,-2.3366e-01,+1.9222e-02
39.80000,-9.8146e-01,-2.3325e-01,+1.9229e-02
39.85000,-9.8167e-01,-2.3219e-01,+1.9223e-02
39.90000,-9.8181e-01,-2.3162e-01,+1.9214e-02
39.95000,-9.8191e-01,-2.3120e-01,+1.9212e-02
40.00000,-9.8203e-01,-2.3070e-01,+1.9215e-02
40.05000,-9.8213e-01,-2.3023e-01,+1.9214e-02
40.10000,-9.8217e-01,-2.2982e-01,+1.9216e-02
40.15000,-9.8224e-01,-2.2938e-01,+1.9212e-02
40.20000,-9.8232e-01,-2.2891e-01,+1.9214e-02
40.25000,-9.8240e-01,-2.2846e-01,+1.9208e-02
40.30000,-9.8251e-01,-2.2802e-01,+1.9210e-02
40.35000,-9.8258e-01,-2.2760e-01,+1.9218e-02
40.40000,-9.8264e-01,-2.2718e-01,+1.9218e-02
40.45000,-9.8271e-01,-2.2672e-01,+1.9231e-02
40.50000,-9.8309e-01,-2.2511e-01,+1.9220e-02
40.55000,-9.8323e-01,-2.2448e-01,+1.9216e-02
40.60000,-9.8332e-01,-2.2407e-01,+1.9208e-02
40.65000,-9.8343e-01,-2.2359e-01,+1.9224e-02
40.70000,-9.8354e-01,-2.2312e-01,+1.9224e-02
40.75000,-9.8363e-01,-2.2266e-01,+1.9213e-02
40.80000,-9.8374e-01,-2.2222e-01,+1.9229e-02
40.85000,-9.8384e-01,-2.2178e-01,+1.9224e-02
40.90000,-9.8393e-01,-2.2133e-01,+1.9231e-02
40.95000,-9.8405e-01,-2.2086e-01,+1.9234e-02
41.00000,-9.8416e-01,-2.2040e-01,+1.9213e-02
41.05000,-9.8427e-01,-2.1996e-01,+1.9213e-02
41.10000,-9.8437e-01,-2.1953e-01,+1.9209e-02
41.15000,-9.8448e-01,-2.1911e-01,+1.9213e-02
41.20000,-9.8458e-01,-2.1862e-01,+1.9222e-02
41.25000,-9.8469e-01,-2.1815e-01,+1.9217e-02
41.30000,-9.8479e-01,-2.1768e-01,+1.9208e-02
41.35000,-9.8487e-01,-2.1727e-01,+1.9210e-02
41.40000,-9.8524e-01,-2.1562e-01,+1.9207e-02
41.45000,-9.8538e-01,-2.1501e-01,+1.9207e-02
41.50000,-9.8549e-01,-2.1458e-01,+1.9200e-02
41.55000,-9.8560e-01,-2.1410e-01,+1.9206e-02
41.60000,-9.8571e-01,-2.1364e-01,+1.9207e-02
41.65000,-9.8581e-01,-2.1319e-01,+1.9207e-02
41.70000,-9.8604e-01,-2.1216e-01,+1.9209e-02
41.75000,-9.8613e-01,-2.1161e-01,+1.9212e-02
41.80000,-9.8618e-01,-2.1120e-01,+1.9208e-02
41.85000,-9.8625e-01,-2.1070e-01,+1.9211e-02
41.90000,-9.8634e-01,-2.1024e-01,+1.9210e-02
41.95000,-9.8641e-01,-2.0984e-01,+1.9215e-02
42.00000,-9.8647e-01,-2.0939e-01,+1.9211e-02
42.05000,-9.8654e-01,-2.0891e-01,+1.9218e-02
42.10000,-9.8662e-01,-2.0845e-01,+1.9212e-02
42.15000,-9.8670e-01,-2.0800e-01,+1.9216e-02
42.20000,-9.8676e-01,-2.0756e-01,+1.9211e-02
42.25000,-9.8683e-01,-2.0715e-01,+1.9218e-02
42.30000,-9.8690e-01,-2.0672e-01,+1.9213e-02
42.35000,-9.8700e-01,-2.0624e-01,+1.9211e-02
42.40000,-9.8708e-01,-2.0578e-01,+1.9216e-02
42.45000,-9.8717e-01,-2.0539e-01,+1.9214e-02
42.50000,-9.8725e-01,-2.0493e-01,+1.9220e-02
42.55000,-9.8734e-01,-2.0445e-01,+1.9220e-02
42.60000,-9.8744e-01,-2.0399e-01,+1.9222e-02
42.65000,-9.8749e-01,-2.0356e-01,+1.9230e-02
42.70000,-9.8763e-01,-2.0316e-01,+1.9233e-02
42.75000,-9.8778e-01,-2.0269e-01,+1.9219e-02
42.80000,-9.8792e-01,-2.0220e-01,+1.9220e-02
42.85000,-9.8807e-01,-2.0172e-01,+1.9220e-02
42.90000,-9.8821e-01,-2.0124e-01,+1.9215e-02
42.95000,-9.8831e-01,-2.0078e-01,+1.9222e-02
43.00000,-9.8841e-01,-2.0034e-01,+1.9211e-02
43.05000,-9.8855e-01,-1.9988e-01,+1.9210e-02
43.10000,-9.8867e-01,-1.9936e-01,+1.9209e-02
43.15000,-9.8877e-01,-1.9894e-01,+1.9212e-02
43.20000,-9.8889e-01,-1.9847e-01,+1.9224e-02
43.25000,-9.8913e-01,-1.9736e-01,+1.9222e-02
43.30000,-9.8925e-01,-1.9681e-01,+1.9218e-02
43.35000,-9.8934e-01,-1.9638e-01,+1.9207e-02
43.40000,-9.8944e-01,-1.9587e-01,+1.9221e-02
